,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
61299,8.0,16.9,0.0,3.0,4.9,N,48.0,N,,15.0,19.0,69.0,42.0,1013.9,1008.7,,,11.6,16.5,0.0,1.0
61300,9.3,12.8,,2.0,7.2,WSW,,W,WNW,11.0,13.0,,45.0,1003.7,1009.8,,,10.8,11.3,1.0,
61301,6.9,16.0,1.0,3.4,7.8,NNW,52.0,NNW,NNE,,,60.0,42.0,1017.9,1012.7,,,10.1,15.1,,1.0
61302,9.9,12.9,,3.4,6.1,WSW,87.0,NW,E,20.0,9.0,48.0,77.0,998.8,1006.8,,,12.0,7.7,1.0,1.0
61303,5.5,14.4,5.8,3.2,6.7,NNW,35.0,NNW,,20.0,13.0,,53.0,1025.3,1025.0,,,8.8,13.3,1.0,0.0
61304,7.3,,0.0,3.2,0.3,NNW,65.0,,NNW,26.0,,58.0,84.0,1002.8,999.1,,,19.5,16.8,0.0,1.0
61305,8.2,14.8,,3.2,9.1,SW,,NNW,SSW,9.0,24.0,56.0,61.0,1013.8,1015.3,,,12.0,12.2,1.0,
61306,4.2,15.9,0.2,1.6,,,39.0,,NW,,19.0,65.0,51.0,,1009.7,1.0,5.0,9.2,14.3,0.0,
61307,7.6,13.9,0.0,,2.2,S,48.0,NNW,SSE,15.0,13.0,69.0,76.0,1002.4,1001.1,,7.0,10.1,12.5,0.0,1.0
61308,9.3,12.3,8.0,2.4,1.9,SSW,63.0,SSW,SSW,41.0,26.0,84.0,66.0,1003.1,1001.9,8.0,7.0,,11.7,1.0,0.0
61309,9.1,12.3,0.0,1.8,4.0,SSW,,S,,13.0,20.0,65.0,,1004.9,1005.2,7.0,7.0,,10.6,0.0,1.0
61310,8.3,12.3,0.2,,8.2,WSW,72.0,SW,SW,26.0,22.0,52.0,59.0,1016.2,1019.1,2.0,6.0,10.0,,0.0,0.0
61311,2.4,,0.0,1.2,7.8,NNW,41.0,,N,28.0,13.0,93.0,,,1017.9,1.0,4.0,4.1,15.6,,1.0
61312,4.9,16.9,0.2,1.4,8.4,NNW,,W,N,7.0,13.0,73.0,45.0,1029.0,1027.9,6.0,1.0,,16.4,0.0,0.0
61313,7.5,19.2,0.0,2.0,2.7,,43.0,NNW,,17.0,22.0,84.0,46.0,1021.9,1017.6,7.0,7.0,11.5,18.7,0.0,0.0
61314,14.9,18.7,,3.6,6.6,NNW,63.0,NW,NNW,30.0,15.0,48.0,51.0,1018.6,1019.5,7.0,7.0,15.0,18.2,0.0,1.0
61315,10.5,21.1,1.8,2.2,,,74.0,NNW,WNW,26.0,24.0,,47.0,1013.3,1011.9,7.0,7.0,17.0,20.3,1.0,0.0
61316,9.8,18.6,0.6,2.4,4.4,NNW,31.0,NNE,NW,7.0,19.0,72.0,,1018.6,,5.0,7.0,12.7,18.3,0.0,0.0
61317,6.8,17.7,0.4,1.0,0.4,N,50.0,N,NNW,11.0,22.0,73.0,60.0,1007.9,1002.9,,4.0,15.6,17.3,,1.0
61318,8.4,13.9,0.0,1.0,0.3,NW,,N,,9.0,11.0,87.0,,1018.4,1015.8,7.0,7.0,9.4,13.8,0.0,1.0
61319,10.7,15.2,0.0,0.2,4.6,NNW,54.0,NNW,WSW,17.0,9.0,63.0,49.0,1000.1,1004.4,5.0,2.0,,14.2,,1.0
61320,3.6,13.4,0.0,0.8,,,31.0,,,20.0,,86.0,57.0,1030.0,1028.2,7.0,2.0,,13.1,0.0,0.0
61321,2.8,9.2,0.0,0.6,6.1,NNW,,NNW,NNW,24.0,13.0,97.0,74.0,1028.4,1025.2,5.0,7.0,3.4,8.3,0.0,1.0
61322,7.4,15.7,0.0,0.0,6.2,NW,35.0,NW,N,19.0,4.0,99.0,71.0,1025.1,1022.7,,2.0,8.7,15.0,0.0,1.0
61323,4.4,14.5,0.0,2.0,8.3,NW,35.0,NNW,,,,,59.0,1028.7,1025.0,1.0,1.0,6.6,13.6,,1.0
61324,6.6,12.9,2.8,0.4,3.3,,46.0,WSW,SSW,17.0,13.0,66.0,83.0,,1026.2,3.0,3.0,,10.4,1.0,
61325,8.1,11.0,1.2,0.8,2.0,SSW,,SSW,ESE,13.0,11.0,62.0,55.0,1034.6,1034.8,7.0,6.0,,10.0,1.0,0.0
61326,1.2,9.0,0.0,1.0,5.9,NW,30.0,,NNW,15.0,,89.0,66.0,1036.9,1034.8,8.0,7.0,2.4,8.4,,0.0
61327,6.2,14.5,0.0,0.8,8.5,NNW,31.0,NNW,NW,15.0,,,55.0,1018.7,1018.5,1.0,1.0,6.4,14.4,0.0,0.0
61328,8.2,15.3,0.0,1.4,7.6,NW,,N,NNW,20.0,20.0,67.0,50.0,996.3,,3.0,3.0,10.8,13.3,0.0,1.0
61329,9.0,12.1,0.0,1.6,0.8,NNW,50.0,WSW,NNW,6.0,19.0,69.0,70.0,990.9,986.5,4.0,7.0,,,0.0,1.0
61330,4.9,9.5,6.2,2.4,4.3,SSW,46.0,,S,11.0,9.0,88.0,75.0,992.9,998.9,7.0,4.0,8.3,7.2,1.0,1.0
61331,7.4,13.7,0.0,0.2,1.4,SW,43.0,,SSW,9.0,17.0,59.0,57.0,1018.4,1018.1,7.0,,10.9,13.0,,0.0
61332,10.9,17.5,0.4,1.4,6.4,NW,80.0,N,NW,26.0,33.0,64.0,47.0,1015.6,1011.5,,4.0,13.4,16.5,0.0,0.0
61333,7.8,13.9,0.0,1.4,4.8,SSE,26.0,S,S,7.0,17.0,87.0,74.0,1009.5,1009.3,7.0,7.0,10.0,13.2,0.0,1.0
61334,9.7,10.7,25.8,5.2,0.2,SSE,33.0,SE,SSW,15.0,9.0,93.0,90.0,1016.3,1016.4,7.0,7.0,10.0,10.3,1.0,1.0
61335,5.0,,0.2,0.6,5.9,WSW,46.0,NNW,S,17.0,15.0,,59.0,998.8,999.6,5.0,,6.9,12.9,0.0,
61336,5.0,9.0,0.0,2.2,6.3,NNW,44.0,SSE,WNW,6.0,13.0,69.0,53.0,1014.7,1017.7,4.0,5.0,,7.7,0.0,0.0
61337,5.2,15.5,0.0,0.2,3.2,N,39.0,N,NNW,17.0,15.0,,,1006.1,1001.8,,5.0,8.5,13.8,0.0,1.0
61338,7.4,13.0,3.2,1.2,4.9,,81.0,,S,4.0,7.0,97.0,72.0,,995.0,8.0,7.0,8.0,10.6,1.0,1.0
61339,3.7,13.9,,0.8,6.5,NNW,20.0,NW,E,6.0,6.0,,64.0,,1025.4,,2.0,5.5,11.7,0.0,0.0
61340,1.9,12.0,,0.8,8.2,,35.0,NNW,NNW,20.0,13.0,91.0,58.0,1026.4,1023.8,1.0,2.0,3.4,11.8,0.0,0.0
61341,5.4,14.3,0.0,0.8,8.5,NNW,20.0,,,13.0,,91.0,66.0,1020.7,1019.5,2.0,1.0,6.2,13.1,0.0,0.0
61342,4.2,13.5,0.0,,5.8,NNW,39.0,NNW,N,13.0,6.0,91.0,59.0,1019.7,1013.4,,8.0,5.8,13.1,0.0,0.0
61343,5.8,,0.0,0.8,6.0,NW,,,NW,22.0,28.0,54.0,34.0,1005.2,1001.6,1.0,,13.5,,0.0,1.0
61344,9.5,12.7,4.4,,2.5,NW,91.0,NW,NW,15.0,31.0,87.0,79.0,990.3,986.1,7.0,5.0,,10.4,1.0,
61345,7.5,14.0,15.4,,3.2,NW,87.0,,WNW,41.0,33.0,61.0,78.0,995.1,,6.0,7.0,10.5,11.1,1.0,1.0
61346,7.0,7.8,23.8,3.2,0.4,NW,69.0,NNW,,,11.0,94.0,84.0,,,8.0,6.0,7.3,7.0,1.0,1.0
61347,3.9,7.3,27.6,2.0,1.4,NW,65.0,NE,SSW,15.0,19.0,66.0,71.0,,1001.7,2.0,8.0,6.3,5.8,1.0,
61348,5.5,,0.0,1.6,5.8,W,52.0,WNW,SSW,13.0,22.0,54.0,48.0,1013.7,1014.5,5.0,4.0,6.7,7.9,,1.0
61349,2.5,10.6,5.6,,6.4,,48.0,NNE,SW,4.0,20.0,59.0,53.0,1027.5,1027.3,7.0,5.0,6.7,,1.0,0.0
61350,6.7,17.9,0.0,,,NNW,37.0,NNW,N,24.0,13.0,74.0,51.0,1031.1,1027.4,3.0,5.0,8.6,16.8,0.0,0.0
61351,11.0,18.0,0.0,2.8,0.5,SSW,52.0,N,SSW,26.0,26.0,50.0,84.0,,1003.2,7.0,,15.8,9.9,0.0,1.0
61352,6.8,13.3,5.0,1.8,7.3,SSW,,SSW,S,17.0,17.0,49.0,75.0,1017.4,1018.0,2.0,7.0,9.4,9.2,1.0,1.0
61353,3.2,15.9,1.6,1.8,7.2,SW,37.0,NNW,ESE,13.0,17.0,59.0,71.0,1020.9,1018.6,3.0,3.0,10.4,12.4,1.0,1.0
61354,8.0,18.6,0.0,,9.2,NW,65.0,NNW,NW,17.0,30.0,50.0,,999.9,998.2,7.0,1.0,14.7,17.3,0.0,1.0
61355,6.5,13.2,,5.8,9.9,W,59.0,WNW,NE,26.0,13.0,52.0,51.0,1003.2,1008.1,3.0,6.0,10.4,11.5,1.0,1.0
61356,9.6,15.4,0.8,,10.1,SW,56.0,,SW,24.0,17.0,42.0,,1015.6,1016.0,2.0,2.0,12.2,13.7,,0.0
61357,5.8,,0.0,3.4,6.8,ESE,31.0,N,SE,15.0,19.0,,46.0,1019.0,1016.6,,1.0,8.1,11.6,0.0,0.0
61358,7.5,13.6,0.0,2.2,3.4,SW,59.0,NNE,WSW,9.0,20.0,57.0,,1003.6,1003.0,7.0,7.0,12.2,9.9,0.0,1.0
61359,8.3,17.3,0.4,3.4,8.9,SW,52.0,ENE,SW,,24.0,51.0,39.0,1023.1,1022.6,,6.0,13.4,16.4,0.0,0.0
61360,,21.9,0.0,4.2,1.5,SW,37.0,,ESE,19.0,7.0,51.0,47.0,1015.6,1009.7,7.0,7.0,13.4,18.2,0.0,1.0
61361,10.8,16.5,2.4,2.6,5.8,NNW,41.0,E,SE,,,74.0,45.0,1013.5,1012.0,4.0,,12.8,16.3,1.0,0.0
61362,12.9,28.2,0.0,2.8,4.0,WNW,106.0,NNW,NNW,7.0,46.0,58.0,26.0,1002.4,997.3,8.0,7.0,18.2,23.8,0.0,1.0
61363,10.3,18.7,,8.6,11.1,NW,72.0,WNW,NW,,,41.0,28.0,1002.7,,2.0,3.0,14.4,17.8,1.0,0.0
61364,13.1,20.0,,6.6,4.2,NW,80.0,NW,N,33.0,22.0,38.0,76.0,994.9,993.8,5.0,7.0,17.5,11.5,0.0,1.0
61365,5.9,17.8,0.0,5.2,0.3,N,,NNW,NNW,17.0,33.0,68.0,39.0,1013.1,1002.2,7.0,7.0,10.9,17.4,0.0,1.0
61366,10.7,23.1,0.0,4.2,4.7,NW,52.0,NNW,NNW,17.0,19.0,61.0,36.0,1011.9,1007.9,7.0,6.0,12.6,21.6,0.0,0.0
61367,9.0,12.2,0.0,9.0,9.4,,,SSW,S,22.0,26.0,45.0,48.0,,1015.1,5.0,,11.8,10.3,,
61368,3.6,13.0,,5.2,,SE,31.0,NNW,,13.0,,62.0,,1024.5,1023.4,1.0,7.0,7.7,11.8,,1.0
61369,9.6,13.4,0.6,,3.6,SSW,57.0,S,SSE,20.0,17.0,87.0,47.0,1012.8,1017.1,6.0,7.0,10.0,12.0,0.0,
61370,12.5,20.8,0.0,5.6,2.4,W,54.0,WNW,,17.0,17.0,46.0,46.0,1014.5,,6.0,8.0,17.6,16.3,0.0,1.0
61371,10.9,17.5,0.0,3.4,9.2,,44.0,NNE,ESE,13.0,30.0,,,1015.0,1016.5,7.0,7.0,15.6,14.0,0.0,1.0
61372,9.2,14.5,4.2,4.2,,NE,24.0,S,S,6.0,7.0,,93.0,1015.3,1012.8,8.0,8.0,10.3,,,1.0
61373,10.0,20.3,4.0,1.6,6.5,W,59.0,N,NW,15.0,19.0,80.0,45.0,995.1,994.1,8.0,6.0,14.4,16.7,1.0,1.0
61375,11.4,23.8,0.2,3.8,6.0,NW,52.0,NNW,NW,17.0,24.0,57.0,52.0,1004.1,999.6,7.0,7.0,14.4,20.7,0.0,1.0
61376,12.9,17.4,3.2,5.6,9.6,WNW,76.0,NW,,19.0,28.0,42.0,,990.9,993.0,5.0,,15.0,13.6,1.0,1.0
61377,3.7,12.6,,6.2,9.3,WSW,69.0,SW,SW,31.0,35.0,64.0,58.0,1010.0,1014.6,4.0,4.0,8.1,10.2,1.0,1.0
61378,5.5,15.1,1.4,3.2,7.5,ESE,35.0,NNW,ESE,17.0,24.0,59.0,69.0,1023.8,1022.6,7.0,2.0,10.3,12.5,1.0,0.0
61379,8.3,22.9,0.0,3.4,7.1,N,50.0,NNW,NW,,11.0,47.0,33.0,1017.7,1013.6,6.0,7.0,14.3,22.0,,1.0
61380,11.0,13.7,2.4,4.4,0.2,,46.0,ESE,S,13.0,15.0,85.0,,1017.1,1014.2,7.0,7.0,11.2,12.3,1.0,
61381,12.2,25.2,0.0,4.8,12.5,NNW,41.0,NNW,ESE,,19.0,48.0,49.0,1014.1,1012.7,1.0,,17.1,21.8,0.0,0.0
61382,17.1,31.0,0.0,8.8,4.3,SSW,61.0,NNE,SE,13.0,19.0,34.0,74.0,1010.1,1010.9,6.0,7.0,,15.8,0.0,1.0
61383,7.5,21.8,5.4,4.8,12.2,NNW,43.0,NNW,NNW,9.0,28.0,,29.0,1021.1,1017.2,6.0,2.0,14.9,20.4,1.0,0.0
61384,8.1,19.1,,3.4,,NW,28.0,NNW,SE,15.0,7.0,62.0,58.0,1014.5,1010.8,5.0,7.0,14.8,17.1,0.0,1.0
61385,11.2,19.7,0.0,5.8,,NW,48.0,ENE,SE,9.0,20.0,69.0,53.0,1004.6,1000.4,7.0,3.0,13.0,17.8,0.0,0.0
61386,13.9,19.2,,7.0,0.8,N,41.0,NNW,SW,17.0,13.0,,67.0,1005.5,1002.3,8.0,8.0,16.8,17.1,0.0,0.0
61387,10.3,16.3,0.0,6.8,,NW,52.0,NW,NNW,17.0,13.0,65.0,72.0,1008.2,1003.1,,7.0,12.8,16.2,0.0,1.0
61388,15.1,20.1,0.8,3.0,3.3,SE,22.0,,SE,2.0,13.0,90.0,90.0,1008.4,1004.1,8.0,7.0,16.5,17.4,0.0,1.0
61389,12.5,,0.2,2.0,0.0,E,20.0,ENE,ESE,7.0,13.0,83.0,81.0,1016.8,1014.6,8.0,7.0,13.7,14.7,0.0,1.0
61390,,17.6,,2.6,1.4,ESE,33.0,NNW,SE,9.0,17.0,76.0,64.0,1007.0,1007.3,,7.0,13.8,16.8,0.0,0.0
61391,,16.8,0.2,2.2,3.9,SSE,43.0,ENE,,9.0,22.0,54.0,68.0,1017.1,1019.3,,7.0,15.8,12.8,,1.0
61392,11.1,18.7,2.2,4.2,0.5,SE,24.0,SSE,SE,6.0,15.0,89.0,74.0,1016.9,,,7.0,12.6,17.1,1.0,1.0
61393,8.2,19.4,0.2,3.6,11.7,SE,35.0,NNE,SE,6.0,24.0,58.0,52.0,1023.9,,3.0,1.0,15.9,17.9,0.0,0.0
61394,15.4,21.0,0.0,7.6,10.7,SW,52.0,ESE,,,20.0,62.0,,1008.1,1007.0,6.0,,17.6,,0.0,0.0
61395,12.3,23.7,0.0,7.6,8.0,NW,,NNW,S,15.0,28.0,61.0,85.0,993.4,984.4,5.0,5.0,19.2,18.1,0.0,1.0
61396,8.9,17.6,0.4,6.0,5.4,NW,37.0,SW,ESE,,9.0,45.0,37.0,1012.3,1011.7,6.0,7.0,14.3,16.9,0.0,0.0
61397,12.4,26.2,0.0,6.2,,ESE,43.0,,NW,20.0,17.0,61.0,30.0,1013.9,1008.8,6.0,7.0,16.3,26.0,0.0,0.0
61398,12.1,21.8,0.0,5.2,7.1,SE,,ESE,SE,13.0,17.0,72.0,62.0,1015.9,1013.7,7.0,7.0,16.1,20.3,0.0,1.0
61399,15.7,20.4,1.6,4.6,0.0,SW,48.0,E,S,4.0,17.0,89.0,81.0,1005.3,1003.5,8.0,8.0,17.4,17.0,1.0,1.0
61400,,,8.2,6.2,10.7,N,,NNW,ESE,15.0,22.0,54.0,52.0,1015.2,,2.0,5.0,16.4,19.6,1.0,0.0
61401,12.8,18.8,0.2,5.8,5.8,SSE,41.0,S,SE,11.0,28.0,68.0,58.0,1008.2,1003.7,7.0,3.0,16.1,18.1,,1.0
61402,15.3,29.2,0.0,9.4,8.8,NNW,100.0,NNW,NNW,15.0,50.0,52.0,26.0,997.7,989.1,1.0,7.0,21.9,24.1,0.0,1.0
61403,9.9,17.4,7.0,10.1,4.8,WSW,,N,WSW,30.0,,79.0,42.0,990.5,,5.0,6.0,,16.6,1.0,1.0
61404,10.5,22.4,,5.4,8.7,NNW,46.0,NNW,NW,20.0,28.0,53.0,34.0,1010.8,1008.7,6.0,,13.7,21.4,1.0,0.0
61405,13.6,22.4,0.0,5.6,,,56.0,NW,SSW,28.0,22.0,57.0,30.0,1005.9,1010.8,7.0,2.0,,20.6,0.0,0.0
61406,12.4,28.8,0.0,7.0,11.8,N,50.0,NNW,SE,20.0,15.0,95.0,34.0,,1013.1,1.0,5.0,17.2,26.1,0.0,0.0
61407,16.9,34.2,0.0,,10.6,WNW,41.0,N,SE,9.0,26.0,30.0,43.0,,1005.9,7.0,,28.6,25.3,0.0,
61408,,24.0,8.8,8.6,9.9,NW,44.0,SSW,NE,15.0,19.0,,29.0,1011.6,1015.1,,2.0,17.5,22.7,1.0,0.0
61409,14.9,21.3,0.0,4.8,4.6,,,SE,,,,77.0,41.0,1024.8,1024.1,7.0,1.0,16.1,20.8,0.0,
61410,13.9,27.2,,4.4,11.7,SE,37.0,NNE,SE,13.0,26.0,48.0,,,1013.0,1.0,3.0,,23.2,,1.0
61411,19.1,23.4,1.8,10.0,1.8,,52.0,NNW,,9.0,19.0,79.0,83.0,1005.5,1001.2,8.0,8.0,20.0,20.5,1.0,1.0
61412,10.4,20.5,0.0,2.4,12.3,SE,39.0,E,SE,11.0,26.0,66.0,52.0,1020.3,1018.8,4.0,,14.2,19.2,0.0,0.0
61413,14.0,23.6,0.0,5.6,1.5,SW,39.0,N,N,,15.0,70.0,50.0,1010.8,1005.6,7.0,8.0,,23.0,0.0,1.0
61415,,21.6,,4.8,8.0,NW,76.0,,W,19.0,22.0,56.0,52.0,997.5,992.0,7.0,7.0,15.0,18.6,0.0,1.0
61416,8.9,17.6,6.4,6.4,11.5,W,89.0,,NW,33.0,39.0,,44.0,996.0,996.1,3.0,5.0,13.8,16.0,1.0,1.0
61417,9.4,17.5,1.4,10.2,10.5,WSW,80.0,S,WSW,17.0,39.0,41.0,39.0,1006.7,1008.4,6.0,2.0,13.3,15.9,1.0,0.0
61418,19.4,24.7,0.0,5.2,1.4,NW,48.0,N,ESE,9.0,13.0,65.0,84.0,1008.8,1007.1,7.0,7.0,21.7,17.5,0.0,1.0
61419,12.7,25.4,,7.6,12.2,SE,37.0,NNE,SE,19.0,19.0,61.0,39.0,1004.1,,7.0,4.0,17.8,23.3,0.0,1.0
61420,12.6,,1.4,6.6,5.5,SW,65.0,WSW,WSW,11.0,17.0,80.0,39.0,998.8,999.1,7.0,7.0,12.7,,1.0,
61421,11.6,17.2,0.0,5.8,4.8,SSW,39.0,N,SE,13.0,17.0,55.0,65.0,1017.7,1017.9,4.0,6.0,15.3,15.3,0.0,1.0
61422,10.4,15.4,2.2,4.6,,SSE,48.0,SSW,SSE,24.0,,64.0,47.0,1024.0,,7.0,6.0,13.5,14.5,1.0,1.0
61423,10.9,,1.2,5.2,0.2,SSE,54.0,SSW,SSE,,28.0,,50.0,1025.6,1024.5,,7.0,11.6,15.0,1.0,
61424,11.6,,4.0,4.2,2.6,S,61.0,S,S,28.0,31.0,92.0,70.0,1019.5,1016.9,7.0,7.0,12.1,,1.0,
61425,12.1,,4.4,2.8,0.0,SSW,52.0,SSW,S,28.0,,93.0,82.0,1011.9,1010.9,8.0,8.0,13.2,14.6,1.0,1.0
61426,9.8,22.9,,6.0,9.0,NNW,59.0,NW,NNW,,35.0,58.0,37.0,1018.5,1013.3,2.0,6.0,17.2,21.3,0.0,
61427,15.0,21.8,0.0,6.0,,SSW,,NE,SE,7.0,19.0,81.0,53.0,1016.5,1018.5,7.0,5.0,17.6,,0.0,
61428,12.4,21.8,0.0,4.6,9.1,ENE,41.0,NNW,E,19.0,22.0,48.0,45.0,1030.5,1026.8,,7.0,16.7,,0.0,0.0
61429,15.7,20.6,1.0,6.4,0.0,NNE,24.0,,SSE,6.0,9.0,83.0,95.0,1025.2,1022.6,8.0,8.0,16.4,18.2,0.0,1.0
61430,13.8,18.6,0.0,6.6,2.0,S,22.0,ENE,SW,6.0,7.0,82.0,81.0,1019.8,1018.8,7.0,,15.5,16.9,0.0,0.0
61431,,20.3,0.0,3.2,,WSW,,W,ESE,17.0,22.0,58.0,60.0,,1022.5,6.0,2.0,18.0,18.6,0.0,0.0
61432,15.3,22.7,0.0,5.4,,NE,28.0,N,ENE,13.0,17.0,70.0,62.0,1023.4,1019.6,7.0,7.0,17.6,21.8,0.0,0.0
61433,15.6,21.9,0.0,,9.5,SE,46.0,NE,SE,6.0,26.0,78.0,74.0,1015.0,,6.0,6.0,19.3,19.2,0.0,0.0
61434,15.8,26.3,0.0,4.6,12.6,SSE,37.0,NNW,SE,9.0,22.0,67.0,55.0,1017.4,,1.0,1.0,19.4,25.0,0.0,0.0
61435,19.0,34.7,,6.6,11.0,NW,56.0,NNW,ESE,24.0,22.0,50.0,31.0,1011.5,1009.4,1.0,4.0,22.8,32.5,0.0,1.0
61436,21.4,27.4,2.6,8.4,0.2,NW,56.0,NNW,SW,,,54.0,66.0,1006.6,1011.0,6.0,7.0,,18.4,1.0,1.0
61437,13.0,21.0,0.2,4.0,3.2,,35.0,,N,20.0,26.0,,55.0,1004.7,999.3,3.0,7.0,15.8,19.6,0.0,1.0
61438,13.3,19.6,1.6,3.4,9.5,SW,52.0,SW,SSW,22.0,19.0,62.0,62.0,1005.5,1010.9,5.0,,14.5,16.1,1.0,0.0
61439,7.1,19.3,,3.4,6.5,NW,,NW,ESE,15.0,15.0,71.0,49.0,1018.8,1012.5,7.0,8.0,10.1,,0.0,0.0
61440,13.1,22.8,0.0,6.2,8.9,NNW,80.0,NW,,20.0,33.0,57.0,33.0,1002.8,999.9,7.0,5.0,,22.1,0.0,1.0
61441,7.2,16.7,2.2,6.2,8.5,SW,76.0,SW,W,20.0,,55.0,35.0,,,4.0,5.0,9.3,15.4,1.0,0.0
61442,11.1,24.4,0.0,3.2,9.7,NW,50.0,E,WNW,9.0,24.0,58.0,32.0,1009.4,1005.2,6.0,6.0,15.2,23.5,0.0,0.0
61443,13.2,24.5,0.0,4.0,8.3,NNW,44.0,NNE,WNW,11.0,19.0,61.0,29.0,1007.4,1007.7,2.0,5.0,17.0,21.8,0.0,0.0
61444,11.3,,0.2,4.8,7.2,NW,56.0,,NNW,9.0,28.0,57.0,36.0,1011.2,1008.6,7.0,7.0,14.0,20.8,0.0,0.0
61445,11.7,20.0,0.0,7.2,9.4,WSW,54.0,NNW,SW,20.0,24.0,,40.0,1013.5,1014.0,3.0,3.0,13.8,17.2,0.0,0.0
61446,7.5,20.9,0.2,4.6,11.4,NNW,39.0,N,NNE,13.0,19.0,62.0,35.0,1023.6,1019.8,6.0,3.0,11.4,,0.0,0.0
61447,11.3,,0.0,,1.1,NNW,61.0,NNW,NW,39.0,24.0,36.0,42.0,1007.2,1003.0,7.0,7.0,15.4,19.6,0.0,1.0
61448,8.4,15.1,1.2,4.6,5.9,SSW,37.0,WSW,,15.0,20.0,54.0,48.0,1018.7,1018.9,,4.0,10.2,13.8,,0.0
61449,11.2,19.6,0.0,4.0,1.0,NE,,NNW,NE,11.0,22.0,,62.0,1012.7,1007.1,7.0,7.0,,18.6,0.0,1.0
61450,7.7,19.3,,5.4,11.2,SE,31.0,N,SE,13.0,19.0,66.0,40.0,1028.5,1027.2,1.0,1.0,11.4,16.7,0.0,0.0
61451,8.0,21.7,0.0,3.8,8.7,N,44.0,NNW,,15.0,,76.0,49.0,1024.2,1017.6,5.0,7.0,,20.3,0.0,1.0
61452,10.8,23.4,1.6,5.2,0.9,S,56.0,NW,W,11.0,15.0,89.0,49.0,1005.8,1001.9,8.0,5.0,14.5,21.9,1.0,1.0
61453,6.5,,0.2,3.0,7.0,,37.0,NNW,NW,11.0,11.0,62.0,34.0,,1012.7,,7.0,11.0,19.6,,1.0
61454,8.9,17.3,11.4,3.6,4.9,NNW,43.0,,,11.0,20.0,96.0,49.0,1011.2,1009.8,8.0,5.0,10.2,16.8,1.0,1.0
61455,8.5,16.4,20.6,3.8,2.0,S,63.0,NNW,SSW,9.0,22.0,90.0,86.0,1011.2,1015.0,8.0,7.0,9.3,13.3,1.0,1.0
61456,8.9,17.1,,1.4,10.7,NNW,30.0,N,ESE,6.0,17.0,65.0,,1021.1,1018.3,1.0,1.0,12.9,16.5,1.0,0.0
61457,10.3,16.5,0.0,3.2,3.6,NNW,,NW,ESE,26.0,20.0,61.0,96.0,1014.3,1015.3,2.0,7.0,14.6,12.7,0.0,1.0
61458,11.7,25.2,0.0,1.4,0.7,NW,72.0,NNW,ESE,41.0,7.0,72.0,39.0,1013.1,1008.3,7.0,7.0,13.9,23.5,0.0,1.0
61459,,13.6,2.8,,4.5,SW,76.0,S,S,28.0,,78.0,,1017.4,1020.9,7.0,3.0,10.2,12.3,1.0,1.0
61460,10.0,14.3,0.4,3.0,4.7,,37.0,SSW,,20.0,15.0,62.0,54.0,1016.1,1016.1,7.0,7.0,11.4,13.5,,1.0
61461,6.9,14.8,0.0,4.0,,SSW,39.0,NNW,ESE,4.0,9.0,70.0,54.0,1019.7,1017.2,7.0,7.0,11.0,,0.0,0.0
61462,,23.7,0.0,1.2,,,,NNW,NNW,24.0,20.0,78.0,,1017.1,1013.3,7.0,5.0,12.2,,0.0,1.0
61463,11.6,15.4,0.0,2.0,2.2,W,17.0,WSW,SE,6.0,11.0,86.0,78.0,1022.8,1017.7,7.0,7.0,13.4,14.7,0.0,1.0
61464,10.7,,1.6,0.6,0.1,S,22.0,W,WNW,2.0,9.0,92.0,72.0,1005.8,1002.1,8.0,7.0,11.9,15.1,1.0,1.0
61465,10.1,13.4,1.2,1.2,,S,33.0,S,,17.0,15.0,89.0,65.0,1010.1,1011.1,7.0,7.0,,11.6,1.0,0.0
61466,10.2,18.2,0.0,3.0,1.2,NW,46.0,NNW,NE,19.0,7.0,71.0,65.0,1017.9,1012.2,7.0,7.0,11.8,17.4,0.0,1.0
61467,,19.2,7.6,0.8,8.1,NW,,NNW,NW,26.0,11.0,60.0,49.0,1015.3,1015.8,2.0,6.0,,18.0,1.0,0.0
61468,10.4,17.7,0.4,2.8,3.7,WNW,98.0,N,NW,22.0,46.0,66.0,45.0,988.1,982.2,6.0,4.0,16.4,14.1,0.0,1.0
61469,8.6,,3.0,3.2,6.2,WSW,74.0,,NW,30.0,33.0,52.0,64.0,994.9,995.9,2.0,7.0,11.1,,,1.0
61470,3.7,13.4,23.4,6.8,,SW,69.0,WNW,NW,17.0,20.0,75.0,70.0,1004.6,1004.6,7.0,6.0,5.3,7.2,,1.0
61471,4.1,15.8,4.6,,,,80.0,NNW,WNW,22.0,26.0,63.0,57.0,1001.8,997.8,5.0,7.0,13.3,15.2,1.0,0.0
61472,11.3,,0.0,2.2,,W,80.0,NW,NW,22.0,15.0,58.0,,1001.5,997.1,7.0,,11.8,14.8,0.0,1.0
61473,10.2,14.8,1.2,3.2,7.6,WNW,70.0,NW,NW,31.0,24.0,54.0,54.0,,989.3,,,,11.9,1.0,1.0
